database_identifier	chemical_formula	smiles	inchi	metabolite_identification	mass_to_charge	fragmentation	modifications	charge	retention_time	taxid	species	database	database_version	reliability	uri	search_engine	search_engine_score	smallmolecule_abundance_sub	smallmolecule_abundance_stdev_sub	smallmolecule_abundance_std_error_sub	L1	L2	L3	L4	L5	L6	L7	L8	L9	L10	L11	L12	L13	L14	L15	L16	L17	L18	L19	L20	L21	L22	L23	L24	L25	L26	L27	L28	L29	L30	L31	L32	L33	L34	L35	L36	L37	L38	L39	L40	L41	L42	L43	L44	L45	L46	L47	L48	L49	L50	L51	L52	L53	L54	L55	L56	L57	L58	L59	L60	L61	L62	L63	L64	L65	L66	L67	L68	L69	L70	L71	L72	L73	L74	L75	L76	L77	L78	L79	L80
CHEBI:80532	C27H42O5	C[C@H]([C@H](O)CCC(C)(C)O)[C@H]1CC[C@@]2(O)C3=CC(=O)[C@@H]4CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C	InChI=1S/C27H42O5/c1-16(22(29)9-10-24(2,3)31)18-8-13-27(32)20-15-23(30)21-14-17(28)6-11-25(21,4)19(20)7-12-26(18,27)5/h15-16,18-19,21-22,29,31-32H,6-14H2,1-5H3/t16-,18+,19-,21-,22+,25+,26+,27+/m0/s1	3-Dehydro-2-deoxyecdysone	429.2983291		[M+H-H2O]+		810.8	9606	Homo sapiens										11377264.44	16018647.88	8014399.332	5521546.751	112858265.3	7125995.065	10065469.99	4572366.985	9668447.284	2812868.382	9656910.108	7328590.192	1799882.084	3979882.806	4982325.777	5159005.012	6164122.223	4266112.042	2150245.131	1357401.591	36254190.4	9042338.519	40269869.15	14324252.3	20684259.65	8854355.393	27888048.03	25621086.04	37941374.21	20687265.26	19556698.17	13567101.81	19957571.18	21812225.26	20395497.47	29633936.44	19414754.66	37587378.26	31497895.41	16205247.96	7185906.348	6877745.939	37094923.2	27253764.39	23088158.43	20231491.73	13666239.32	10280580.16	1434600.029	9139609.706	9669526.777	12800263.31	1989547.927	3010145.751	8338038.516	13412730.61	1620030.9	8423835.395	10484244.3	5489217.266	22350041.35	18534127.72	21158166.36	19343822.06	11743668.8	14366211.64	24567673.59	10643950.84	24752311.95	15715449.73	14975914.47	3273010.116	35915830.36	23771253.71	7610053.058	1589701.358	18667981.65	15291809.14	43502169.07	17780090.31
CHEBI:35704	C8H16N2O3	CC(=O)N[C@@H](CCCCN)C(O)=O	InChI=1S/C8H16N2O3/c1-6(11)10-7(8(12)13)4-2-3-5-9/h7H,2-5,9H2,1H3,(H,10,11)(H,12,13)/t7-/m0/s1	N-Alpha-acetyllysine	188.0708095		[M]+		394.5985	9606	Homo sapiens										5843079925	5230324740	5627095604	4089660467	5554999649	4037008419	3368934925	5085176111	3760680668	3009877879	5044379130	4152847730	3167386186	3428856123	3852353868	5194903865	3405976078	4125838210	2994005866	5220592746	5498601757	5174941631	5782684060	4928790607	8454330924	6292982235	8554924301	4890409055	5603153289	5902211736	6892783335	5900538549	6217812750	6763603444	4792959135	6452514571	4475857950	7180740828	4808682115	6518671702	5585230112	5899495438	4641765582	7137927508	7736480947	4869029290	7577772953	5505371362	5397305668	6067235551	5149691521	6156257364	5333139636	6617393104	5862198983	7188090416	8403370645	8571714277	4465037601	6669282874	6535589967	5669238729	6024577855	5846912059	6243000154	5718501226	6852329453	5243805971	5490935330	6049987343	5279011921	6407649755	5760772407	4726458799	6740958635	7040444309	5939194621	6252504971	6187537418	5641771053
CHEBI:15603	C6H13NO2	CC(C)C[C@H](N)C(O)=O	InChI=1S/C6H13NO2/c1-4(2)3-5(7)6(8)9/h4-5H,3,7H2,1-2H3,(H,8,9)/t5-/m0/s1	L-Leucine	132.1017462		[M+H]+		221.1395	9606	Homo sapiens										5090609333	3867506461	4051987088	3690912364	4968087832	3740865076	4735864868	6018301254	3617468461	3442720120	4372820667	4588576040	3886291787	4302329222	4479021788	5938706800	4611110314	3573812278	3149690345	4391920275	4462921308	3886452025	6350631353	4198679993	3289512021	4599591753	7502315504	2060326535	4315231840	5670451042	7463856245	3940538047	6253226893	3888416173	4117595171	4990985415	3910513277	3493744569	4410130446	4227125615	3773421407	4534094238	3065335680	3694404478	5229904020	5244383949	4850079467	3403816632	3894511824	3689115959	4472292409	4176054798	2984499103	5168401873	4017332176	4024646123	8764917874	5763920172	3350600275	4221897920	4149631804	3259478379	3716885532	4634445334	3231227313	3580832790	3882998426	2424327852	2861093482	3468448747	2752581213	4325892442	3354209947	2862248696	2753617093	3728174117	4097689111	3325788171	3345616811	3802693345
CHEBI:17750	C5H11NO2	C[N+](C)(C)CC([O-])=O	InChI=1S/C5H11NO2/c1-6(2,3)4-5(7)8/h4H2,1-3H3	Betaine	118.0862294		[M+H]+		91.29545	9606	Homo sapiens										3345479278	3673246055	3276977606	3021193611	3882324345	3127176878	4558479453	3219320628	6774471407	3911073380	3942827265	4472570456	3808334489	4265715341	4335281591	4592812356	4831250550	4526966813	4026682306	4137463248	2755356177	5157188348	5113830740	2926832841	3527474457	4587622986	2885768632	4169441230	3155616600	2995034502	4144333340	3708107222	3804129612	3044719745	4392522281	3517352972	3090990491	3262954088	3169899631	3324209645	2392764132	3626009089	4157320163	4052167523	3061938868	3115200365	4368481822	3231353320	2822793433	2513154917	4084681853	3197228648	2089203134	1849781761	3353903378	5193076901	2969660155	2418998807	4143526829	3873755267	4366227175	3873948997	3339100507	4356768497	2520247400	3338403607	2741765227	2611350855	3475161301	2702878129	4323575183	3597660117	3711105056	2004401753	2824819515	3998509060	4142135780	3190242870	3641873107	2542956779
CHEBI:16414	C5H11NO2	CC(C)[C@H](N)C(O)=O	InChI=1S/C5H11NO2/c1-3(2)4(6)5(7)8/h3-4H,6H2,1-2H3,(H,7,8)/t4-/m0/s1	L-Valine	118.0864717		[M+H]+		138.444	9606	Homo sapiens										1019306382	433264376.2	321862959.9	451056947.1	441533183.4	335886775.4	268539254.9	346957111.7	53245779.66	326462901.7	292792732.8	282635450.8	206471301.6	173237046.8	387773452.3	316510185.1	369785357.9	277496016	143332840.2	165761694.6	742625166.8	640650411.2	1034364959	747315481.7	687905252.3	890106507.1	1225862785	469443916.1	790200517	962843537.2	1303639229	734380375	1149833044	676903260	761769643.5	866396124.8	826215712	885977050.1	928889407.8	765187315.5	2305027990	11557829639	1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	3705615322	1018876410	856087113.7	735627976.7	668909087.5	735660235.1	826584951.2	1734843940	851443576.9	761066443.3	517256277.2	582334034.8	771576096.6	126005078.1	1033607319	897480811.7	823626058.7	790470349.4	1294434959	1398656779	1149650919	1184485890	1484506995
CHEBI:17015	C17H20N4O6	CC1=C(C)C=C2N(C[C@H](O)[C@H](O)[C@H](O)CO)C3=NC(=O)NC(=O)C3=NC2=C1	InChI=1S/C17H20N4O6/c1-7-3-9-10(4-8(7)2)21(5-11(23)14(25)12(24)6-22)15-13(18-9)16(26)20-17(27)19-15/h3-4,11-12,14,22-25H,5-6H2,1-2H3,(H,20,26,27)/t11-,12+,14-/m0/s1	Riboflavin	376.259203		[M]+		791.429	9606	Homo sapiens										313057536.4	246138485.6	238255086.6	182345659	211650984.2	200985362.7	223740289.1	206867765.7	197773356.9	226717149.2	240610325.1	212519305.2	125821029.3	186610081.4	204410035	197572598.8	190213490.4	189168037.2	182628976.6	181281855.4	239890407.2	261719749.4	336855973.3	245799418.6	241114944.8	260999993.3	282210360.7	229574536.4	245240496.8	250435991.2	251615256.3	192741753.6	228412491.3	230857911.6	244870660.5	236975448.6	195789277.1	230092090.1	243258112.5	250950987	228175750.4	148956237.7	187578972.7	164382891.3	179433202.3	127339892.9	168002243	123175910.3	136924395.8	124118481.5	119998653.9	121948933	109407012.8	135499112.8	121384201.5	165525569	167004689	245410764.7	281024542.8	310442891.5	281037963.8	307935070.5	333282554.3	301760008.8	497299120.7	438266249.5	316557522.1	219806022	244557206.1	193021084.2	208262644.6	404344106.8	360166600.9	246712263.1	316995783.7	351417240.5	355543363.1	222035169	222957477.7	218788270.7
CHEBI:15783	C8H12N2	CN(C)c1ccc(N)cc1	InChI=1S/C8H12N2/c1-10(2)8-5-3-7(9)4-6-8/h3-6H,9H2,1-2H3	N,N-Dimethyl-1,4-phenylenediamine	136.0753272		[M]+		334.4055	9606	Homo sapiens										29512887.89	11583416.83	14642483.04	21906630.2	11971779.27	11314796.11	25267549.5	10570358.73	10364327.57	9335670.68	14431796.25	10073278.01	11265381.78	11378543.12	11154126.37	14584789.74	8416036.106	8082937.656	9016251.46	14733956.09	13833520.43	16298189.69	17082270.12	12839066.05	23121437	15501527.81	13164034.95	15510782.23	13941688.58	12641422.46	11816484.14	24164188.93	15562970.93	18041046.97	15659170.3	16944542.35	14858539.23	19230545.87	17281524.19	23678573.6	15676130.75	20454109.33	18214287.77	24746068.59	32262155.87	24710011.4	28792014.58	40877352.01	34341301.9	29498019.55	28478129.46	33694077.3	33760605.03	30936230.62	30469283.17	29674230.51	20689624.2	17352424.58	15359893.14	18914578.5	15084317.48	11998287.28	15716500.89	14432141.82	14060665.5	11406162.72	15919530.34	17537818.73	18087337.81	11325994.81	15368810.67	15715293.3	14293640.58	16759284.17	18007701.33	15612965.91	11948977.15	14710518.55	13326454.8	11356590.15
CHEBI:67040	C15H22N6O5S	C[S+](CC[C@H](N)C([O-])=O)C[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc2c(N)ncnc12	InChI=1S/C15H22N6O5S/c1-27(3-2-7(16)15(24)25)4-8-10(22)11(23)14(26-8)21-6-20-9-12(17)18-5-19-13(9)21/h5-8,10-11,14,22-23H,2-4,16H2,1H3,(H2-,17,18,19,24,25)/t7-,8+,10+,11+,14+,27?/m0/s1	S-Adenosylmethionine	398.2412		[M]+		791.6215	9606	Homo sapiens										719841929.1	587365441.2	487265999.4	396765433.4	436451522.4	461358530.6	461950892.5	348537777.3	400666955	344127706.5	469899001.4	414857065.2	403920098.6	314504754.4	368925671.8	351304000.8	327782815.9	222106467.3	282875592	216130599.5	700689914.8	650982702.1	754387293.1	400048934.4	459042141	590445774.3	771275429.7	618021114.6	633181709.5	630796933.3	586771363.6	570545033.8	604829077.6	581131587.7	599963891.9	583093990.4	521911242.3	565763536.9	386353192.6	596098180.5	1121653429	954936850.4	1268310328	1047623808	1219437369	1113862521	1481909615	1068431256	788752997.5	1282687190	1360020468	1519306640	1544528955	1397943693	1484039972	1495604069	1273286770	729645294.3	1361603607	1109056112	804299166.4	540933758.2	1216612848	426162063.8	1624340116	1404423207	779206155.4	356977513.1	690578277.5	892961061.4	553290932	866790969	1039616300	742389870.8	816384595.1	916015096.5	820587233	563436577.6	516904305.3	630127003.7
CHEBI:17568	C4H4N2O2	O=c1cc[nH]c(=O)[nH]1	InChI=1S/C4H4N2O2/c7-3-1-2-5-4(8)6-3/h1-2H,(H2,5,6,7,8)	Uracil	113.0354015		[M+H]+		177.542	9606	Homo sapiens										86193729.96	64715729.91	91709301.69	76867482.01	80521045.57	84787435.82	76449550.48	109762307.6	73525527.45	131885756.5	84903671.11	65389621.8	70157853.53	79332097.12	76599312.57	89102843.38	138605419.7	71231016.44	78626596	87476436.36	80091892.18	81927239.92	133847022.5	85142427.02	93551102.14	64923045.84	117441192.1	100311892.6	82849187.55	85257155.76	81730970.97	93935681.24	75028254.34	59777239.48	91502130.5	131852811.8	86868779.18	73561322.06	76300565.54	84419479.35	65854379.74	86779307.62	40082248.29	55369260.99	76372708.4	46579485.38	52391853.95	71727223.35	77845045.47	50061669.4	47386642.55	59737494.24	64992621.96	86147942.81	52192286.42	52781976.21	99096776.77	120819470.3	15144886.07	124181243.8	100588449.9	96034419.41	101530890.9	110145765.6	94173519.02	88450236.19	123651819.9	79865966.02	121494113.1	98116215.6	79605408.96	103603133	79055633.88	62329385.95	82972625.98	78114228.09	85141239.08	127415899.6	90602358.8	71045960.62
CHEBI:16566	C18H39NO2	CCCCCCCCCCCCCCC[C@@H](O)[C@@H](N)CO	InChI=1S/C18H39NO2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-18(21)17(19)16-20/h17-18,20-21H,2-16,19H2,1H3/t17-,18+/m0/s1	Sphinganine	302.3045605		[M+H]+		763.737	9606	Homo sapiens										245174647.8	26468469.67	335294319.8	39966418.24	379624810.9	366634401.5	414179204.2	52703459.85	715377605.4	52674481.78	50999589.17	55053368.62	96501649.52	61291823.12	491344003	56307934.15	679823505.6	6099623.546	817901013.5	1046.65582	29838493.8	46636940.95	51387743.13	8689999.015	7236442.77	257870655.1	26336310.6	45945999.59	24093233.95	6871653.932	313946977.8	21711146.82	43812377.28	7870807.242	214367535.5	26709350.36	30032070.62	62165032.97	50474921.34	25467177.57	29451152.7	31788499.16	37154436.04	25401273.6	37000703.55	26358193.16	34200240.71	26147837.5	22490927.83	22269976.81	23213533.56	22000356.52	25874382.67	27287220.79	28160828.82	20363049.04	25301878.51	22604774.96	23347058.36	27321583.03	26317996.89	22184431.39	23305009.2	23303777.69	19187862.86	26403673.63	23847754.1	25377874.25	27697488.63	25372535.36	26659414.91	23904633.75	18510519.19	18329317.73	18695139.31	18035342.4	18216338.57	16554889.82	18885964.89	19928576.45
CHEBI:29476	C7H7NO3	Nc1cc(ccc1O)C(O)=O	InChI=1S/C7H7NO3/c8-5-3-4(7(10)11)1-2-6(5)9/h1-3,9H,8H2,(H,10,11)	3-Amino-4-hydroxybenzoate	153.9981258		[M+H]+		121.4275	9606	Homo sapiens										195155341.9	194203428.8	166571488.2	198623528.6	190898630.4	137958547.3	188126045	90859237.08	108466501.4	169555758.3	108260083.6	110153209.8	115467680.4	119685150.7	97233787.05	152715686.8	104554430.2	172567188.8	206829412.1	351448870.2	427612187.4	406738567.3	409806001	387515934.6	340635431.1	505636924.3	544396311.1	432020357	341272112.4	429159992	482275220.8	492065134.7	421715413.2	427143932.6	318176092.2	388937407.5	511828441.1	349481373.4	300500598.8	463042914.4	545709274.5	781363677	1267217336	3629280098	1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	8430642431	1005161669	590611789.8	390375270.4	231639388.8	282235037.1	308395680.3	338624212	334080266.9	309172288	352827068.7	77542548.79	329267644.9	287732298.4	339825675.4	368609974.4	369486575.8	400422801.2	394952853.9	410761725.3	387766721.4	416011005	392839733.7	382972945.1	414422845.3
CHEBI:16583	C4H6O2	CC(=O)C(C)=O	InChI=1S/C4H6O2/c1-3(5)4(2)6/h1-2H3	Diacetyl	86.06050754		[M]+		486.332	9606	Homo sapiens										40342783.54	33662376.05	26097946.76	20550359.73	27410090.48	24548326.98	23838198.08	23273362.71	18443064.39	39520297.01	23577503.84	15483439.63	14247853.54	14121781.59	15045402.23	20307379.38	32915681.58	22005725.02	8628340.972	12088462.4	95857809.23	102195134.2	67625005.42	76769655.24	106273156.5	235820954.3	214101652.9	93537210.71	205000160.7	108002752.2	99210440.55	99954378.64	109909399	75874396.49	98610374.84	102853264.7	113214872.1	134749278.8	213145684.4	125426168.1	104583207.6	249163914.7	155635528.1	119523737	128049387.9	276919474.7	148012546.3	122060268.6	150882445.6	106230757.2	90718045.49	138746841	106179769	58068028.28	89855916.44	106961009.7	120934925.2	88216942.73	104032537.5	85954588.88	102390171.7	117239760.6	113474338.1	131017599.8	101873575.6	150451105.2	99562935.65	19824395.71	105327744.6	105929491.5	92668069.65	101233575.6	92149738.24	124181357	95249460.15	25698896.04	81926611.06	95503095.29	85787074.66	80642608.49
CHEBI:22198	C5H9NO3S			Acetylcysteine	162.9985857		[M]+		34.853	9606	Homo sapiens										111734744.6	129143625.5	115230805.4	126155119.8	119904503.4	130022511.3	129028248.8	146327465.2	163197651.7	146040188.7	154550559.6	152365118.3	130113880	152529681	166266667.4	165682984	134116322.5	137713184.5	134570417.5	219782320.7	112061775.8	100535663.1	104014622.2	114200510.4	87788532.86	135236351.8	107679579.8	127534551.9	114233199	104855266.4	100487803.7	115738635.7	124654006.2	103586076.9	123080595.8	128649093	105033957	117056832.5	114080043.6	118750824	100698834.8	109991713.1	112814175.4	107965324.4	119211636.8	112677936.9	105167999.5	117931349.9	109908973.6	115503672.3	407834115.4	106453124	92822419.21	110883304.2	114417358.7	105426948.8	119290371	107868430.1	106076713.9	106093482.3	109521111.1	130782053	126474927.7	121449349.7	115635257.6	108268072.5	124372555.1	121741516	122094584.7	121093889.7	123708635.5	113912330.7	110085911	116016826.8	105438944.1	114259576.5	110351057.7	113546382.7	112465615.2	98780534.57
CHEBI:30865	C5H6N2O4	OC(=O)C1CC(=O)NC(=O)N1	InChI=1S/C5H6N2O4/c8-3-1-2(4(9)10)6-5(11)7-3/h2H,1H2,(H,9,10)(H2,6,7,8,11)	4,5-Dihydroorotic acid	158.1544979		[M]+		755.66	9606	Homo sapiens										203913526.5	391067447.4	4185609470	1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	4427460634	129963642.1	134925655.5	144983310.8	131244908.7	127916618.3	139282444.6	147858391.3	195913098.1	129887999.4	131030541.8	135404594.9	49286446.72	146997741.5	150662558	161415360.8	146503088.9	154234250.9	88699823.31	153623403.3	144441711.3	157807298.8	164927956.1	195551490.1	185119984.6	216115964.1	197644153.5	234404330.8	208322481.8	210301529.3	244274475.6	209647690.5	228312370.5	225806845	225277427.8	226784167.5	220475789.8	210486512.9	207243716.2	209025415.5	194267883.5	199233725.2	197621066.5	192845948.2	181998193.9	196429435.5	191019646.6	189335971.5	126181218	143483824	182995656.7	111165416.8	141546545.8	126088725.9	123547480.2	122496084.1	164271977.6	120960631.9	100078138.8	113536146.1	144843731.7
CHEBI:16988	C5H10O5			D-Ribose	151.0353642		[M+H]+		72.11735	9606	Homo sapiens										375209185.3	240495827.3	385267724.4	384180676.6	267511812.6	317023654	275121313.6	201803850.4	386915055.7	239674568.9	217975217.1	495553351.9	630845553.6	433646185.1	471787294.1	336387621.8	279745235.2	212520310.6	177265201.1	462739575.8	151211934.2	231448924.6	97685365.55	369014687	184886795.3	267158451.8	216188169.3	462332723.2	192654593.8	329588214.3	417536498.8	382174592.6	221217149.6	538499931.8	224543601.8	164003060.3	139693833.1	169227218.9	127397363.4	381913588.8	638192134.9	253244270.6	340162113.5	314089290.8	442191523.1	422325131.7	455639233.4	564773025.9	674121288.4	455727823.4	779108168.7	654792957.5	817055697.7	690458995.2	777483152.4	603832316.4	281065120.7	350290206.7	453450674.6	600078923.5	298685342.9	294192037.4	241134796.1	338778067.8	255341656.7	171583244.3	463101606.3	417460208.3	390437978.4	328512360.1	444807500.7	285065540.3	220635791.5	261218974	278043528.4	248673936.7	257378032.2	312613976.3	250267399.8	224528708.6
CHEBI:16424	C8H8O	[H]C(=O)Cc1ccccc1	InChI=1S/C8H8O/c9-7-6-8-4-2-1-3-5-8/h1-5,7H,6H2	Phenylacetaldehyde	120.0527363		[M]+		193.827	9606	Homo sapiens										27947845.41	25114641.64	26251446.15	17980015.98	30781473.62	23647875.52	25718967.3	31187342.94	20403608.07	18641665.2	32401703.76	32977670.33	36463542.25	27975966.44	20854897.97	41406796.09	21691610.96	22604829.02	13989392.98	27272224.99	21261276.18	20325252.52	30057629.26	15377739.8	25891959.55	15169153.04	29757524.21	16034672.46	16146873.05	25706809.12	25803452.29	19652751.77	24992694.49	35009820.11	22983445.38	26426350.89	13779759.28	29604237.71	22577948.39	27534139.39	21049857.07	24092376.08	29102040.83	46967071.67	35915930.92	38597893.68	48819167.32	66177411.48	48437448.77	58902691.22	53842775.88	53382426.48	44631473.05	78372349.86	40583402	45291045.33	43470750.6	43224023.46	19939113.44	21609615.68	27393814.4	7268421.131	21690059	24858344.06	16073051.21	24102350.17	9299456.64	5355220.636	25208950.73	16453333.76	15141187.2	8569539.865	17839438.73	15817163.67	17363295.99	22923605.4	30249145.36	10429498.8	27841465.83	20558651.3
CHEBI:16700	C14H17NO6	OC[C@H]1O[C@@H](Oc2c[nH]c3ccccc23)[C@H](O)[C@@H](O)[C@@H]1O	InChI=1S/C14H17NO6/c16-6-10-11(17)12(18)13(19)14(21-10)20-9-5-15-8-4-2-1-3-7(8)9/h1-5,10-19H,6H2/t10-,11-,12+,13-,14-/m1/s1	Indican	294.938524		[M]+		80.8232	9606	Homo sapiens										197414785.8	227355831.6	183804218.3	230890858.9	247930193.3	228892202.7	254805799.5	248758603.5	235511692.9	267521468.5	265472013.9	222329106.3	207157595.4	222859180.7	247902818.9	204188258.5	239281543.3	205255194.4	155930150.3	107286593.8	187912603.6	197920012	168743278.7	176178463.4	192845401.7	194779658.2	154159994.1	182522539.6	189798792.9	203626891.2	169962899.3	179214546.3	200052068.4	184386017	213564495.9	232344954.6	225715604.9	216052180.1	202061737.8	239669431.4	138798508.6	136893640.8	110953608.7	142220810.3	121613150.6	127254083.7	122929574.6	144162865.8	130081664.4	117174833.9	112827831.6	120021101.4	124657013.3	119396521.4	131656076.4	132617812.6	96662354.93	178596320.2	163265865.4	194469158.6	141125311.7	190546371.6	162646680.2	171916196.9	160073972.9	136418683.5	193063641.9	151322395	148978729.7	165142725.7	184312392	149652799.1	206689876.9	190356098.8	186129816	195723043.1	195771431.5	181664146.2	149821806	188696840.6
CHEBI:5672	C7H14O	CCCCCC(C)=O	InChI=1S/C7H14O/c1-3-4-5-6-7(2)8/h3-6H2,1-2H3	2-Heptanone	114.091601		[M]+		466.188	9606	Homo sapiens										1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	53560951.04	65936307.54	44874351.83	44964193.7	56304110.32	53070703.76	128204020.7	10951322.86	77354587.23	47996198.33	10599924.08	66559670.47	11129475.63	9068968.833	45059384.55	30754517.59	8315604.543	33372492.79	159500472.6	7235582.353	37440404.32	72108935.92	25474726.62	175813064.3	331986780.8	2857555646	1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	1107672312	35411506.49	24244385.22	74501778.95	13550711.5	54821474	41997763.89	63443743.25	10688864.92	11013583.69	11756360.36	12047361.29	10461922.85	56541242.01	11524732.39	9614427.744	9732009.835	42945507.5	9262502.378	9047531.569	49429310.44	40376736.99	8019030.756	32859309.74	37075215.78
CHEBI:23673	C7H14N2O4	NC(CCCC(N)C(O)=O)C(O)=O	InChI=1S/C7H14N2O4/c8-4(6(10)11)2-1-3-5(9)7(12)13/h4-5H,1-3,8-9H2,(H,10,11)(H,12,13)	Diaminopimelic acid	190.1076891		[M]+		170.892	9606	Homo sapiens										66281975.75	1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	19359560.98	22390303.56	65205497.46	23388809.44	11308097.71	21091855.43	4801255.005	17522879.59	19382775.59	21612412.91	32919922.42	28612921.85	30407878.21	34434964.47	28285423.8	23575175.11	13629847.36	18612249.72	16780854.81	20869109.37	14399361.6	47838000.39	29193399.25	27640866.04	49162370.57	31203092.2	42284871.79	33495598.4	33545164.42	53834231.59	23768121.62	72193505.72	47842542.31	46748756.43	34941263.92	34425025.37	20186977.31	29041765.19	23472288.21	32015194.39	57512729.4	36752621.98	45737975.04	50138835.38	30489909.38	18113508.87	61145916.53	19483636.45	23656158.67	30767967.83	30968240.17	23775966.22	18041253.36	22907095.29	25922362.08	22654593.47	38447048.37	45699471.31	14777246.66	13458896.42
CHEBI:16946	C10H12N2O3	N[C@@H](CC(=O)c1ccccc1N)C(O)=O	InChI=1S/C10H12N2O3/c11-7-4-2-1-3-6(7)9(13)5-8(12)10(14)15/h1-4,8H,5,11-12H2,(H,14,15)/t8-/m0/s1	L-Kynurenine	209.0928672		[M+H]+		334.378	9606	Homo sapiens										78670273.85	40687437.39	63290644.24	58916160.82	66831967.16	57334660.73	26988812.92	56049601.79	46566558.1	36277959.43	80102790.82	53772194.53	68243828.82	69856888.5	64922497.7	111478218.5	40696610.21	46194543.11	45059338.17	234543584.5	51783691.19	61512478.32	68330850.74	42251792.48	66960537.64	65037887.58	65438047.44	66672926.22	51929458.73	47433565.79	43488967.64	122550777	55122536.77	42842949.31	57790681.23	74173207.31	47822466.07	84700063.73	72567426.86	62811521.99	41487250.91	47174237.74	44885886.02	65362378.11	76133884.33	40267591.46	49315587.68	76809977.44	65505844.07	46802609.04	42605068.56	49801572.15	51565201.69	34631186.49	59794373.43	65081926.29	72667169.98	42564924.57	46934240.17	58630052.08	49965971.8	39466536	46073929.12	53655038.02	45144602.63	27823333.49	55449195.42	66288095.98	61323260.34	33209918.51	51886736.31	43927223.26	43373225.44	52550012.23	74783252.62	68140457.47	47079010.53	53506625.99	46131450.94	37607268.02
CHEBI:16020	C11H15N5O4	Cn1cnc2n(cnc2c1=N)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O	InChI=1S/C11H15N5O4/c1-15-3-14-10-6(9(15)12)13-4-16(10)11-8(19)7(18)5(2-17)20-11/h3-5,7-8,11-12,17-19H,2H2,1H3/t5-,7-,8-,11-/m1/s1	1-Methyladenosine	282.1191135		[M+H]+		331.4635	9606	Homo sapiens										10264278.54	4829014.326	5800382.545	7513905.429	6780739.881	1356895.913	5151824.727	6950684.724	6701461.518	7665402.624	10991454.69	6253946.84	2722662.051	5996318.033	8671382.456	1775376.435	8594019.873	2480004.233	3526355.692	1046.65582	5387270.007	4248938.817	1055715.652	6438651.867	4991790.838	6939456.345	7694748.35	5917256.692	7963174.227	7035697.154	2163213.651	8704323.548	8720876.912	4999217.196	2406779.734	8308583.274	18978082.71	23469095.06	29385724.4	27328672.39	15706493.92	6714252.066	3328897.714	6129954.363	29306916.21	5634467.707	4890754.02	2840633.015	6206636.85	2779157.711	3151512.989	2972250.42	3154154.499	2606909.625	5683057.002	9152675.511	535865.272	1603451.07	2341610.61	9888110.268	1360002.274	928635.3835	1202258.759	1313584.642	1382477.237	5771835.499	737651.2933	4035643.592	2399114.64	1714620.054	5513417.019	2290633.137	9100842.344	1757303.165	7245708.419	10841994.21	5334001.075	4915613.015	11340327.57	7252257.62
CHEBI:17566	C10H8N2	C1=2C(=CNC1=CC=CC2)CC#N	InChI=1S/C10H8N2/c11-6-5-8-7-12-10-4-2-1-3-9(8)10/h1-4,7,12H,5H2	3-Indoleacetonitrile	156.1207235		[M]+		771.6545	9606	Homo sapiens										50882318.05	100173314.9	144307780	13911287.04	33812044.61	55015535.24	31644803.13	107752875.1	84128131.58	62042245.16	120073916.8	43820420.56	60343516.34	100326486	63496529.52	52896180.03	37951245.47	10733731.05	93105702.25	126235432.7	74091402.35	85062820.25	76892535.62	139555421.2	89045683.71	37472696.63	64331039.31	54966238.37	110714263.8	28501401.35	98464370.48	35686597.91	35604216.73	56162701.27	63100779.22	59838620.83	42369614.64	16957943.37	12778665.14	33909872.98	91942148.19	56811897.23	23879690.66	19813090.61	12159633.08	19596773.99	23250806.57	12779510.67	33452084.29	35192561.35	24067846.55	22581334.6	19228756.77	20483136.04	22224194.7	17142123.05	54824669.16	43855897.28	44612485.19	120613997.9	113387122.6	94668537.91	71657814.86	79174496.94	64381311.13	72853496.83	53900727.17	63348029.03	69105822.78	78948554.6	74272191.1	74212380.2	38968614.53	73130747.99	83444794.4	39747584.38	49241760.31	103034307.7	117084252.8	52822362.98
