database_identifier	chemical_formula	smiles	inchi	metabolite_identification	mass_to_charge	fragmentation	modifications	charge	retention_time	taxid	species	database	database_version	reliability	uri	search_engine	search_engine_score	smallmolecule_abundance_sub	smallmolecule_abundance_stdev_sub	smallmolecule_abundance_std_error_sub	L1	L2	L3	L4	L5	L6	L7	L8	L9	L10	L11	L12	L13	L14	L15	L16	L17	L18	L19	L20	L21	L22	L23	L24	L25	L26	L27	L28	L29	L30	L31	L32	L33	L34	L35	L36	L37	L38	L39	L40	L41	L42	L43	L44	L45	L46	L47	L48	L49	L50	L51	L52	L53	L54	L55	L56	L57	L58	L59	L60	L61	L62	L63	L64	L65	L66	L67	L68	L69	L70	L71	L72	L73	L74	L75	L76	L77	L78	L79	L80
CHEBI:17540	C7H14O6	CO[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O	InChI=1S/C7H14O6/c1-12-7-6(11)5(10)4(9)3(2-8)13-7/h3-11H,2H2,1H3/t3-,4+,5+,6-,7-/m1/s1	Methyl beta-D-galactoside	194.0808408		[M]-		806.54	9606	Homo sapiens										10915168.92	11155415.85	11033615.22	8978879.976	11749601.82	10793955.27	11259490.36	11109371.9	11143682.24	9300621.792	9392572.341	10846488.14	11954358.65	11061593.08	13186303.89	11906907.32	10093014.39	15744129.25	10754043.5	10126801.56	10859448.75	10654739.75	11378326.96	10504595.68	9747903.03	10848813.43	10531481.43	10611842.7	10119796.61	10506619.73	10734591.34	10276498.66	10489835.42	10738847.08	10400935.69	9471374.62	10771975.31	11442615.04	13839541.71	10325262.84	11477643.94	9678326.325	9921162.267	11131300.01	10115313.24	9953639.376	9153063.531	8592135.386	8274203.823	14836653.94	8430058.659	8330410.302	7641298.112	8099567.523	6920695.74	5344766.176	5405719.944	4592630.265	2457646.755	1304465.626	4809648.516	10216197.28	13727660.75	11149632.27	12427037.79	13824000.84	11136244.48	10696857.13	8486875.658	9311539.855	10891321.1	11965576.52	11516558.35	11936069.4	2021676.396	11702239.71	1939280.38	12287418.76	11028888.57	10920401.25
CHEBI:18344	C10H7NO3	OC(=O)c1cc(O)c2ccccc2n1	InChI=1S/C10H7NO3/c12-9-5-8(10(13)14)11-7-4-2-1-3-6(7)9/h1-5H,(H,11,12)(H,13,14)	Kynurenic acid	188.0343203		[M-H]-		348.603	9606	Homo sapiens										1207749.799	481285.627	627785.1433	227887.0252	1130564.582	633062.7065	633113.5862	933215.1041	1306130.636	201998.0477	2285077.533	959666.0751	2358428.243	2180973.005	1351455.37	1935248.876	1392364.255	869988.8612	834780.8882	1214285.288	409600.3339	527782.9748	659712.8415	481595.8004	661489.6259	602977.5777	432401.7057	303977.892	320540.2329	476372.1824	435388.6174	680325.6929	655338.1084	326105.4247	499312.9643	513085.1483	381802.1241	605383.7644	606622.7489	98557.94202	450377.1762	569422.1102	614812.7984	1426805.26	1339591.03	994473.3299	1061083.492	2029048.629	325548.5772	2065522.464	2000691.589	2216771.701	2499183.315	2727880.572	4814463.62	6238637.697	9327631.027	5439124.09	5095380.322	927139.9813	187350.7897	247061.8426	264512.049	335826.051	176707.366	118422.6588	256242.0719	300467.6474	204800.1048	191202.5494	275454.3602	357829.3927	262132.987	409004.2379	511143.4522	750580.5012	222436.4152	484257.072	412389.9904	478118.8679
CHEBI:17533	C7H11NO5	CC(=O)N[C@@H](CCC(O)=O)C(O)=O	InChI=1S/C7H11NO5/c1-4(9)8-5(7(12)13)2-3-6(10)11/h5H,2-3H2,1H3,(H,8,9)(H,10,11)(H,12,13)/t5-/m0/s1	N-Acetylglutamic acid	188.0551744		[M-H]-		77.209	9606	Homo sapiens										1401112.646	12014341.05	16580187.18	6391038.356	4647806.388	7519995.995	9243828.893	7444790.928	7191295.181	4409663.679	6538382.391	6076921.082	13828298.82	5229977.47	4850111.89	23291336.51	6836997.451	4330359.96	2085003.08	3173988.092	10433625.02	7496616.552	59355844.5	4773385.625	5194152.822	5548191.332	15071000.5	25294741.4	8793038.874	8769331.607	18956768.17	5885878.212	9851066.196	17300910.11	9293816.997	9279844.655	5014611.468	11646223.53	5144227.083	7827776.925	6371244.26	6104819.154	18495130.46	9235997.099	14005415.08	6564201.614	15849662.46	8641834.969	8446529.696	4641604.776	6894197.204	7324881.838	3248010.433	18781305.03	4381443.723	4994897.928	1524402.107	4445819.083	4446005.073	185203.7071	1170315.879	916544.2752	1410258.588	3842234.128	2903530.714	412971.2543	1483295.127	1497868.025	1524169.99	321713.5877	2078916.123	1791093.513	241072.4328	2123231.16	2333280.095	2817364.165	3434543.348	3663412.949	1847341.455	2340182.621
CHEBI:15367	C20H28O2	CC(\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C(C)=C/C(O)=O	InChI=1S/C20H28O2/c1-15(8-6-9-16(2)14-19(21)22)11-12-18-17(3)10-7-13-20(18,4)5/h6,8-9,11-12,14H,7,10,13H2,1-5H3,(H,21,22)/b9-6+,12-11+,15-8+,16-14+	all-trans-Retinoic acid	299.2575517		[M-H]-		831.0985	9606	Homo sapiens										2694449.725	13173066.82	8514510.253	7872414.039	13130165.7	14832097.91	20023008.78	27050594.4	6624568.773	5629898.589	3941991.251	15312630.69	5668466.343	32497764.65	3977556.241	8459299.27	5547725.938	23958177	23103586.91	25153684.85	15064871.08	3370090.181	22190105.72	12554754.77	5239552.629	30928264	11773576.79	31879989.73	23112959.17	5626709.28	6463427.596	22322869.08	6470906.321	23157534.9	7427873.579	11459198.66	28115082.91	29582956.25	32270563.56	26284434.5	4257750.503	10478999.6	2805301.365	1810470.334	4635010.012	11297170.05	8379630.725	1510033.801	6418281.307	3474026.733	4902223.389	4507512.837	4554576.145	5256852.637	3341114.486	7091926.909	1308777.456	8479523.174	12168684.01	10.63188616	5026562.304	601540.9315	3664249.642	1069543.707	4600945.302	4804448.246	5671205.87	4098354.695	973800.6269	4289231.655	5219377.672	2441632.883	5088607.941	4589474.873	6803926.568	2237412.979	14093582.95	11260073.07	2754124.402	3432544.541
CHEBI:16283	C6H12N2O4S2	N[C@@H](CSSC[C@H](N)C(O)=O)C(O)=O	InChI=1S/C6H12N2O4S2/c7-3(5(9)10)1-13-14-2-4(8)6(11)12/h3-4H,1-2,7-8H2,(H,9,10)(H,11,12)/t3-,4-/m0/s1	L-Cystine	239.1281955		[M-H]-		563.92	9606	Homo sapiens										1216504.812	4661689.109	4883376.816	4153399.405	4643976.426	4427312.101	4199394.83	4437985.58	4152361.001	2816616.206	5083232.591	4089509.241	4249986.505	4235668.361	4694909.617	5713878.343	5574330.101	5113300.962	4185655.374	5298776.948	5184156.018	6135474.327	5898704.989	4760130.918	4993661.676	6116281.645	5174735.41	5365771.714	6265225.21	4641171.154	4111098.3	4249700.086	4514726.958	3617680.651	4370416.69	5160526.719	5179769.849	7367949.717	5449707.857	4969858.651	4936498.264	5740242.639	5312952.36	5175849.557	6829964.131	4680372.458	6423303.116	4972491.371	6027401.548	5699277.632	3790843.009	4200133.924	4180973.172	4328437.113	5048673.059	5333300.45	4952527.668	4840985.604	5805581.878	4650678.047	148483061.7	10.63188616	10.63188616	430276406.6	145304724.2	68081747.07	44754097.91	30269275.82	27118746.72	16997181.85	15897333.67	12192406.94	10035526.95	10227422.73	7407878.675	6327616.364	6260996.286	4669801.411	4504226.604	5041134.243
CHEBI:36090	C9H8O3	[H]C(=Cc1ccc(O)cc1)C(O)=O	InChI=1S/C9H8O3/c10-8-4-1-7(2-5-8)3-6-9(11)12/h1-6,10H,(H,11,12)	4-Hydroxycinnamic acid	163.0389602		[M-H]-		148.653	9606	Homo sapiens										3781721.448	3293016.878	2916989.982	2571110.72	3616545.324	2476256.558	3029659.504	3112738.199	2755937.977	2458672.337	3989796.65	3354969.356	4154939.028	3755124.864	2333818.777	3913559.694	3005835.731	3226625.781	2174264.325	3659174.687	3411132.059	3419841.36	4327660.133	2948342.064	4568849.13	2558199.989	4446620.963	3209464.407	2962562.613	4816139.893	4582098.008	3817502.081	4243367.903	5141950.393	4063518.371	3750473.5	3172807.948	6164111.417	4191822.171	4383057.65	3642478.239	2849482.135	3237870.332	4425127.142	3537605.067	2711787.053	2761474.243	4661657.431	2960841.178	2869737.339	2610661.286	2299195.347	2152874.257	3069903.686	2975519.926	3083372.539	3685650.483	2521992.342	1877898.632	349114.9801	2035023.3	1694776.915	2244741.086	2187438.499	1234917.746	1682988.377	1860818.581	1828565.494	2943147.356	1893902.166	2155615.567	2119797.728	2173205.105	2041536.493	1942937.376	2552154.415	2569514.327	2477572.722	3342941.639	2880842.918
CHEBI:24813	C11H11NO3	OC(Cc1c[nH]c2ccccc12)C(O)=O	InChI=1S/C11H11NO3/c13-10(11(14)15)5-7-6-12-9-4-2-1-3-8(7)9/h1-4,6,10,12-13H,5H2,(H,14,15)	Indolelactic acid	204.065299		[M-H]-		381.688	9606	Homo sapiens										20082875.04	13451792.47	19249040.43	15624470.54	18746508.64	11902252.15	7048395.069	16391620.43	21955466.6	15904232.56	19163411.62	10436473.99	38478856.17	27687765.55	20377425.75	18726660.37	12520904.24	15332467.15	14555272.56	19998815.59	12431318.13	15174087.81	26440362.65	11824036.21	20997805.4	29516213.09	24978280.93	14434697.31	21668289.39	16343342.07	11113715.62	21760096.57	17680353.27	11084164.28	13382245.44	11416630.33	14368021.61	42425738.35	19405564.26	10902869.07	11113397.61	10293616.72	18138268.87	16915368.21	14493844.54	10835483.91	11900439.23	38577232.89	11044624.57	9195143.834	8281111.687	10743411.43	7914214.846	8282541.017	12261811.25	10434098.45	10954283.3	8823340.624	12795252.39	1287932.58	5369455.519	3457177.519	8189911.876	4809619.301	5339307.466	4227629.154	5992037.363	9002596.036	7961914.904	5183378.484	9196350.454	5853298.404	6729025.114	9291572.38	13232807.51	12472974.37	8508306.468	8851095.137	10459410.61	10561513.3
CHEBI:17445	C8H8O3	OC(=O)Cc1cccc(O)c1	InChI=1S/C8H8O3/c9-7-3-1-2-6(4-7)5-8(10)11/h1-4,9H,5H2,(H,10,11)	3-Hydroxyphenylacetic acid	151.0387658		[M-H]-		358.367	9606	Homo sapiens										3662757.071	2911412.043	3462393.508	7396148.278	778785.933	2621988.348	670798.7181	683501.5224	2585968.576	8096394.333	5091834.634	696819.4571	2303024.268	7032629.184	8522953.927	2688114.398	2009233.38	2723422.739	7062352.329	3813480.963	2729677.55	6077637.401	2125557.494	1776206.95	1637871.922	2578131.677	1932887.56	2449597.562	2584969.73	4112342.816	557711.9159	6548310.666	2403287.462	2164513.133	3991284.726	539561.3919	624322.9911	2659193.35	7125891.293	3283549.61	844224.6612	2573321.62	5577949.895	3993872.619	4995521.845	5953124.316	4866792.056	4575669.068	4036750.153	4442859.489	3896637.172	7954385.924	6529254.253	4508130.972	7549338.938	6217147.338	3197305.485	4830684.857	5155165.383	489184.7359	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	5019778.041
CHEBI:18050	C5H10N2O3	N[C@@H](CCC(N)=O)C(O)=O	InChI=1S/C5H10N2O3/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H2,7,8)(H,9,10)/t3-/m0/s1	L-Glutamine	145.0603433		[M-H]-		367.525	9606	Homo sapiens										377138.9598	3359345.279	518441.2228	3922242.419	1271695.797	3099627.609	356246.6061	3168830.378	941292.3816	286160.339	1348715.767	608513.4505	2274939.331	3070276.57	1174475.031	2021897.512	1103143.031	2479675.064	2138578.237	553321.6779	346613.5933	837117.2634	280546.7382	528750.6995	891504.9234	361010.3358	304971.9832	862057.8527	903605.9848	429636.9925	590336.0621	346495.9928	2757876.996	471335.8192	539444.5952	2711455.123	435249.4796	320756.6278	1550018.827	2257985.204	535834.4182	2014484.425	954183.143	695469.7717	636882.7657	454152.5741	738951.4819	351173.9308	666710.3062	1139747.43	885754.808	137653.4825	237301.7683	1496004.618	458416.7832	894370.4813	803598.6425	305803.4028	2521162.192	10.63188616	407929.6256	71578.01182	213290.0623	38555.8823	26227.2598	117469.1872	69796.93291	101887.7834	82240.57077	41916.90028	58781.40104	355958.1403	58258.97019	498099.3084	234984.355	87167.89295	99991.6513	93543.87416	499319.8322	199428.6146
CHEBI:3429	C20H26O4	CC(C)c1cc2[C@@H]3C[C@H]4C(C)(C)CCC[C@]4(C(=O)O3)c2c(O)c1O	InChI=1S/C20H26O4/c1-10(2)11-8-12-13-9-14-19(3,4)6-5-7-20(14,18(23)24-13)15(12)17(22)16(11)21/h8,10,13-14,21-22H,5-7,9H2,1-4H3/t13-,14-,20+/m0/s1	Carnosol	329.1751094		[M-H]-		663.885	9606	Homo sapiens										184590.0259	1148369.609	327021.0063	374305.7951	796453.0021	444826.5344	495580.7259	168036.299	172188.7132	226193.0815	797839.6565	64273.13509	91715.91067	211194.3014	265080.909	175250.3133	216029.362	76850.06069	136323.3624	362558.9199	77374.16181	133417.341	248669.0723	301011.796	395993.239	174188.0252	458578.868	175526.4822	685452.9077	1524972.833	164813.2876	197089.0591	458320.7764	216349.6712	169288.8521	205720.1913	474175.235	381653.3992	1410380.27	3713770.747	294811.7914	598767.5451	203500.5246	546707.1685	1514764.635	189533.3996	287490.331	393265.2524	158171.1223	165555.7144	194306.927	194641.8222	146771.1382	118384.3442	152721.0939	176658.5032	214232.0904	286703.9197	306411.9019	10.63188616	834764.3703	1421088.674	1885999.03	2154409.555	710318.7251	9703545.593	1007410.017	2494343.162	467831.602	2066117.403	427016.1589	3373160.211	138649.8333	226065.9202	512810.1476	2504768.435	735657.1706	382155.8115	368896.4184	396268.0116
CHEBI:28099	C20H30O4	CCCCC[C@H](O)\C=C\C1=C(C\C=C/CCCC(O)=O)C(=O)CC1	InChI=1S/C20H30O4/c1-2-3-6-9-17(21)14-12-16-13-15-19(22)18(16)10-7-4-5-8-11-20(23)24/h4,7,12,14,17,21H,2-3,5-6,8-11,13,15H2,1H3,(H,23,24)/b7-4-,14-12+/t17-/m0/s1	Prostaglandin B2	333.2063692		[M-H]-		710.39	9606	Homo sapiens										383332.9393	1115511.312	335776.5322	1332138.348	809973.5173	1314221.541	1557980.02	632823.3642	565659.1389	43591.21425	1407010.422	660945.5854	85992.73122	109656.9346	502674.8293	84199.15213	130034.459	651304.856	90983.72136	750195.8412	440562.9745	974368.3894	944488.2123	790794.443	842286.5909	127969.427	1173386.369	935280.6714	144433.0387	1020357.529	1206783.932	1191760.953	3075786.797	111399.4915	124933.8102	2142129.342	1077645.812	701883.7142	796962.9323	1130769.257	267960.2855	228929.9713	1076750.037	1883084.856	2031422.274	1518595.745	1548867.681	1035243.196	816865.2913	686890.8627	758162.0847	665612.9671	860909.6873	1218184.648	44282.82031	81144.15441	764219.572	833217.0916	3985559.186	10.63188616	55318.49898	13627.64659	40336.90515	127610.318	8293.34272	1789.74325	29506.73465	25821.22466	24656.73161	4669.23384	6487.16256	59273.78693	41996.18102	1563.372957	54853.62966	124216.9858	64535.47966	113050.3967	158442.5208	13785.21946
CHEBI:17033	C33H34N4O6	CC1=C(CCC(O)=O)\C(/N=C1/C=C1NC(=O)C(C=C)=C/1C)=C\c1[nH]c(\C=C2NC(=O)C(C)=C/2C=C)c(C)c1CCC(O)=O	InChI=1S/C33H34N4O6/c1-7-20-19(6)32(42)37-27(20)14-25-18(5)23(10-12-31(40)41)29(35-25)15-28-22(9-11-30(38)39)17(4)24(34-28)13-26-16(3)21(8-2)33(43)36-26/h7-8,13-15,35H,1-2,9-12H2,3-6H3,(H,36,43)(H,37,42)(H,38,39)(H,40,41)/b26-13-,27-14-,28-15-	Biliverdin	581.2376918		[M-H]-		679.1205	9606	Homo sapiens										243097.6904	4087327.708	3590281.152	410940.2119	2624165.682	7322969.512	369493.6883	5728359.232	3552652.725	8885081.151	2980695.852	7210351.328	13051198.02	697074.6003	2242312.284	5773475.758	4774109.98	4028787.25	4926071.586	987516.351	3119045.485	5167869.06	4513564.567	4041537.716	2988980.254	3220927.159	18236011.26	1036392.762	5583213.907	506141.7467	1016525.583	11546973.33	692710.2199	47946543.51	6130354.207	40611350.78	4234069.997	858695.5111	3334144.189	10122870.09	14404193.19	14745765.56	10949550.27	11440625.72	79327316.31	6654119.808	13811559.72	6244983.548	18533785	14408857.26	3282141.156	12864955.22	17089080.04	2967155.979	7352059.968	2975550.428	1208001.594	39041423.5	2415600.026	130011.2677	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	6992639.769	1273568.716
CHEBI:15676	C4H6N4O3	NC(=O)NC1NC(=O)NC1=O	InChI=1S/C4H6N4O3/c5-3(10)6-1-2(9)8-4(11)7-1/h1H,(H3,5,6,10)(H2,7,8,9,11)	Allantoin	157.035197		[M-H]-		93.2785	9606	Homo sapiens										2759087.236	1034489.552	2613783.226	5086318.543	640861.6049	1739250.209	1426873.382	1114595.169	1851368.689	1062194.968	1646471.849	1489705.414	1078854.689	2166579.028	2102353.381	2249426.337	1145995.871	2142750.229	1477830.021	1340927.527	1809457.212	3504694.375	3681960.829	3082809.228	2002911.146	1835400.404	5471089.067	2161084.017	2347620.474	903809.6844	1952627.825	3774481.488	2823046.391	1846320.932	1481798.308	5194566.41	1646890.961	2667965.792	8093072.296	2593374.006	8545109.284	446954.2671	878747.247	686152.3876	1147580.348	483121.0851	390364.0908	673762.055	328423.5916	817167.2822	139445.656	138793.3639	121019.6869	242453.2761	108335.2139	523770.5005	849422.8522	300301.3556	100884.9652	29095.27633	580600.9055	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	8697600.599	3893183.166	7430916.702	1486319.063
CHEBI:8087	C13H16N2O4	NC(=O)CCC(NC(=O)Cc1ccccc1)C(O)=O	InChI=1S/C13H16N2O4/c14-11(16)7-6-10(13(18)19)15-12(17)8-9-4-2-1-3-5-9/h1-5,10H,6-8H2,(H2,14,16)(H,15,17)(H,18,19)	Phenylacetylglutamine	263.1022652		[M-H]-		367.461	9606	Homo sapiens										8010104.109	57970577.03	10531871.29	65941802.6	22016348.15	56431092.51	7374981.461	66218143.76	14358190.33	4282645.447	18839659.39	10296261.45	39189416.13	58702158.73	22798632.72	38189323.59	17239154.23	47841944.05	44672704.73	9316997.197	5497486.926	16846483.44	5681924.188	12672215.8	15558222.01	6460392.416	6530301.67	18516367.09	20530295.79	9127357.303	11096752.91	5686844.883	52413785.91	6589405.658	10858370.67	52414728.95	8719399.368	4833652.778	25416372.92	40268075.68	8530747.976	24769067.01	9995872.106	8738078.256	6646297.127	3500305.681	7789091.448	2837442.174	9154656.713	13770894.08	10344511.67	488382.084	2059131.843	16040359.8	1059014.141	6072325.374	6806157.442	1887615.745	16084671.39	10.63188616	15815344.89	3143675.382	8708522.171	2580121.512	3266330.031	3408788.027	7461783.841	3234456.097	3199792.008	4351305.459	3225364.129	13274666.97	5905049.021	20543616.53	10496453.18	4447822.835	4791115.031	3540324.942	11165243.66	6357946.233
CHEBI:16168	C6H5NO3	OC(=O)C1=CC=C(O)N=C1	InChI=1S/C6H5NO3/c8-5-2-1-4(3-7-5)6(9)10/h1-3H,(H,7,8)(H,9,10)	6-Hydroxynicotinate	138.0186253		[M-H]-		611.755	9606	Homo sapiens										5706428.392	7000639.832	7017263.511	6460582.436	7466772.294	6463641.702	7057598.491	5577183.585	7279683.292	5662660.037	5325320.45	6406443.88	10797969.26	6496679.09	6081853.497	6844669.957	5505592.948	5840475.859	9583367.088	8383463.986	5910984.325	10231075.86	11703665.63	5448196.035	5293014.299	11369030.14	12970616.64	12772612.55	5232995.095	5199816.356	5877641.372	5397051.323	11047242.01	5440647.897	6258496.644	5704107.004	5626058.645	12237928.41	12117278.44	4731154.473	5369580.802	4654186.297	11755959.3	6403036.13	19337649.59	5065458.386	15837666.07	6205481.075	6714385.512	21430735.44	7574385.968	4663656.105	5721058.194	16576909.44	9703593.939	7324046.192	12468683.11	6063630.422	6639157.429	6568343.386	6973439.089	4323691.555	4298457.114	4463812.553	5816359.83	5066572.844	3898586.05	4677005.939	4854435.239	4194650.987	6203874.202	5781573.482	5402959.933	4740075.588	4941567.654	10172328.43	5545562.984	6057953.241	6397831.89	8801370.456
CHEBI:166830	C8H15NO3	C(CC(C)C)(NC(=O)C)C(O)=O	InChI=1S/C8H15NO3/c1-5(2)4-7(8(11)12)9-6(3)10/h5,7H,4H2,1-3H3,(H,9,10)(H,11,12)	N-Acetylleucine	172.0962449		[M-H]-		345.016	9606	Homo sapiens										1526689.087	1390371.506	4477428.486	912140.8868	1061326.144	3310885.28	3202069.822	2362456.415	1557467.695	1512418.565	2264836.678	4819543.017	5475122.533	2014027.556	1654482.326	7977465.56	2063763.379	627916.7615	694189.0251	1110904.666	2210390.36	3730059.611	7191668.425	3465362.141	1359598.507	1806650.03	625025.3726	1284177.542	2429997.273	1757398.584	3994726.266	6416886.436	6534017.43	4283876.583	2730135.477	8677889.675	3826470.869	1846651.317	2962984.491	7520896.478	3061455.646	3473790.122	11136057.83	4082618.526	9215791.432	2941406.444	7071796.646	6298801.647	6809763.561	11759138.35	9843588.077	14093696.79	7900070.79	34104071.92	8130721.258	7241510.98	31237229.86	4787715.969	3827486.633	87231.14012	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	160958520.6	26290788.83	27529702.74	27632718.5	9071238.923	6888112.896	7594685.897	7263696.436	2893063.208	2130970.197
CHEBI:70958	C7H11N3O2	Cn1cnc(CC(N)C(O)=O)c1	InChI=1S/C7H11N3O2/c1-10-3-5(9-4-10)2-6(8)7(11)12/h3-4,6H,2,8H2,1H3,(H,11,12)	1-Methylhistidine	168.0764083		[M-H]-		102.376	9606	Homo sapiens										4050068.67	560524.7378	1678004.26	1233693.439	1499903.034	835885.0008	72566.03758	12335163.49	7257634.484	579736.9221	18727088.62	8895408.708	8345382.794	45844031.03	30398104.03	17560667.14	8675312.517	4864896.932	9879890.548	607144.4912	1272170.336	2977932.733	3039350.735	3983695.499	1140328.917	4897266.673	12012910.26	396493.0143	2887369.047	9940632.552	9239323.834	773063.0589	8754146.108	3464008.771	545760.9624	476966.8262	18971180.57	939264.8732	704431.3346	4966510.002	3375210.311	2936130.555	36705431.26	5056961.253	3290049.829	7572002.728	50697380.09	1517691.252	7320899.152	5182440.554	3431734.576	2068699.539	42001072.23	22513976.86	1950030.232	33895812.38	58006966.5	25465445.48	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	7618003.416	1995506.915
CHEBI:15584	C5H8O5	CC(O)(CC(O)=O)C(O)=O	InChI=1S/C5H8O5/c1-5(10,4(8)9)2-3(6)7/h10H,2H2,1H3,(H,6,7)(H,8,9)	Citramalic acid	147.0286144		[M-H]-		76.8767	9606	Homo sapiens										51262778.68	29747995.19	65844064.57	39151353.48	44662355.59	20210696.79	86898070.8	141702117.8	33239437.1	22343737.23	31341634.08	36631113.72	37460019.13	53564257.2	65927401.17	147064859.1	29690160.29	27338556.98	28305418.54	26713915.62	32477673.24	24279182.63	184429131.6	58409821.98	39393045.26	62852660.12	22599367.66	115675550	66237840.4	61626626.13	51654331.83	52766062.72	47006590.84	26020088.01	31549380.75	67288454.56	42395204.13	33848151.45	81161082.15	39825246.96	37841667.11	38031933.39	58721099.72	47038746.02	41470104.8	30972045.39	85573968.14	67107099.06	42958668.61	43829980.68	87365740.39	55708750.58	24535947.52	147094341.2	66164139.78	65482938.34	113849542.3	52205453.84	118220315.3	10.63188616	11081579.53	6202867.797	13639344.48	12188387.95	12880713.26	17882436	12559811.87	14467213.86	16422747.24	12966970.14	12713041.74	17818808.03	22880424.1	34378614.24	15953334.22	28071356.94	20042184.42	23810796.49	33239004.01	25767220.16
CHEBI:42504	C15H30O2	CCCCCCCCCCCCCCC(O)=O	InChI=1S/C15H30O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15(16)17/h2-14H2,1H3,(H,16,17)	Pentadecanoic acid	241.2161567		[M-H]-		809.599	9606	Homo sapiens										11306242.52	22643821.67	10824155.37	11852432.16	16703734.35	15063461	14388993.49	14489619.1	29176308.4	15496294.1	10010129.63	9319233.459	6350318.037	9666235.552	11392119.6	7969041.414	12300294.05	12734342.16	14062295.35	13681725.06	2975118.361	6878924.554	8622658.498	5221630.443	12293995.9	8217906.035	5569344.76	13395787.78	8364780.762	7210706.341	10842733.46	9357883.599	5703542.011	17908043.85	10001453.2	8685019.587	16784001.07	9652853.373	16338784.93	18661197.25	1760532.165	2053942.95	960105.8581	733136.6969	707133.3925	1874696.969	831771.2234	2955214.465	784687.1318	1431880.503	3621188.642	3725566.496	2815915.242	3894725.854	7282005.248	2485001.742	548903.5368	883240.4359	1548669.081	4764944.541	6785341.583	22023543.62	212361846.9	27788337.59	225386084.2	225095224.9	359975465.1	70437250.26	90089971.76	359325646.8	470573774.9	69731036.31	360649166.4	193207395.7	196721462.8	27034164.29	207154935.3	25512983.02	12468912.81	13205905.23
CHEBI:18257	C5H12N2O2	NCCCC(N)C(O)=O	InChI=1S/C5H12N2O2/c6-3-1-2-4(7)5(8)9/h4H,1-3,6-7H2,(H,8,9)	Ornithine	131.0810321		[M-H]-		90.25045	9606	Homo sapiens										39362673.64	37262462.41	67119411.65	28395839.89	36096342.72	38874476.53	53492874.17	29904369.95	35935907.09	23639324.82	48507880.17	28914651.76	44593639.18	30914187.73	34725358.78	46219500.77	76398953.97	70811587.3	33681316.82	33220001.33	51928152.56	60326095.37	81365686.57	32089603.21	32089008.7	49367238.48	76648267.1	71410905.44	70743422.94	34778933.4	48600350.5	32783154.96	50598089.86	95057893.1	45963612.79	35667365.4	43362955.06	52060155.69	26803143.25	35633940.07	22570563.7	35576262.03	59591084.36	63025195.15	69647806.37	77243808.78	46758190.91	32646288.99	33638168.54	51353420.51	53396088.78	55280074.75	36646898.88	43847362.43	53679147.12	43553962.99	39679717.05	40603272.04	57789374.43	9815999.998	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	148380482.4	54888241.51
